id,pred,gt,meta
57LP62cL-Qw-Scene-011,"Based on the video, it is likely that the central figure is the recipient of attention and physical affection from the people surrounding him, and that the hostess is interacting with him and providing some form of support or comfort. The fact that the figure has his arms wrapped around her while she cups his face could suggest that she is providing emotional support or giving him a hug. Additionally, the fact that the figure is receiving touches and hugs from other people in the room suggests",The answer is that being eliminated from a show.,"{'video_id': '57LP62cL-Qw', 'clip_id': '57LP62cL-Qw-Scene-011', 'question': 'What is the likely scenario or event that this central figure is experiencing?', 'hint': ""In the video, there's a central figure in black who is receiving touches and hugs from the people surrounding, suggesting the figure is the focus of the moment. The hostess cups the figure's face with her right hand and talks to him."", 'multiple_choice': ['Being eliminated from a show.', 'Being congratulated for winning the show.', 'Being encouraged to continue in the show.', 'Being nervous before the show and receiving support.'], 'multiple_choice_answer': 'Being eliminated from a show.', 'open_answer': 'The answer is that being eliminated from a show.', 'scene_description': ""The scene takes place on what appears to be a stage with warm lighting, contributing to a solemn atmosphere. The focus is on a group of individuals expressing farewell gestures, likely in a reality show setting. The central figure, receiving supportive touches and hugs, seems to be the subject of the voice-over's consolation. The environment suggests an elimination event, with a heavy emotional weight carried by both the individual leaving and those staying. The remaining figures show varied expressions, some with a somber demeanor while others try to maintain composure. The background reveals shadows and silhouettes of an audience, hinting at the public nature of this emotional moment. The clothing style is casual but neat, indicating a youthful and contemporary setting. The overall tone is bittersweet and supportive.""}"
2a6vtKSLVDk-Scene-005,"From the video, it appears that the person is browsing the pages of a menu in a Japanese restaurant. The menu includes a variety of items such as sushi rolls, grilled chicken, and various side dishes. It appears that the person is carefully studying the menu and paying attention to the details and descriptions of each item. They seem to be taking their time to decide on what to order.",The answer is ordering food from a menu.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-005', 'question': 'Why the person browes these pages?', 'hint': 'In the video, there is a close-up shot of a glossy page that features high-quality images of food with vivid colors, primarily representing orange, green, and white tones. Each item on this page is accompanied by Japanese text indicating specific details. The person browsing through these pages is using their hands.', 'multiple_choice': ['Reading a magazine about restaurants that the person wants to visit.', 'Looking at a photo album about the food the person ate to share with friends.', 'Browsing a website about food to find a recipe.', 'Ordering food from a menu in a restaurant.'], 'multiple_choice_answer': 'Ordering food from a menu in a restaurant.', 'open_answer': 'The answer is ordering food from a menu.', 'scene_description': ""The video features close-up shots of a restaurant's menu page showcasing various tonkatsu (breaded and fried pork cutlet) dishes. The pages are glossy, with vivid, high-quality images of the food that look appetizing. Each dish is accompanied by Japanese text, which includes the name and price of the dish. Some items have additional garnishes like shredded cabbage. The person browsing the menu uses their hand to flip through the pages, but their hand is not entirely visible in the frame. The environment appears to be a casual dining restaurant with a wooden table, suggesting a comfortable eating setting. The light is bright, casting a slight glare on the menu's glossy pages, emphasizing the rich colors of orange, green, and white primarily represented in the food photos.""}"
2a6vtKSLVDk-Scene-012,"From the video, it is possible to observe the crispy, breaded fried item being held up with chopsticks. It seems that the plate of crispy fried items is made of various ingredients, likely including breadcrumbs, flour, and eggs. It appears that the fried item is coated in a thin layer of flour, while a lightly-browned crust can be seen on the edges of the fried item",The answer is pork cutlet.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-012', 'question': 'Can you identify what the material is inside the crispy, breaded fried item that is being held up with chopsticks?', 'hint': 'In the video, a close-up focuses on a plate of crispy, breaded fried items, accompanied by a side of shredded cabbage with purple accents, and lemon wedges. The table also has a bowl of white rice and a traditional soup bowl with a lid, suggesting a full meal setup.', 'multiple_choice': ['Chicken cutlet.', 'Pork cutlet.', 'Vegetable cutlet.', 'Fish cutlet.'], 'multiple_choice_answer': 'Pork cutlet.', 'open_answer': 'The answer is pork cutlet.', 'scene_description': ""The scene takes place in a restaurant setting, likely a Japanese eatery given the style of dishes and chopsticks. The focus is on a plate of crispy, breaded fried items, possibly tonkatsu (breaded pork cutlets), accompanied by a side of shredded cabbage with purple accents, perhaps red cabbage, and lemon wedges. One piece is being held up with chopsticks, revealing a creamy interior that contrasts with the expected tonkatsu filling, indicating it's a cream croquette (クリームコロッケ). The speaker clarifies that one is a cream croquette and the other isn't. The table also has a bowl of white rice and a traditional soup bowl with a lid, suggesting a full meal setup. The colors are warm, with the golden brown of the fried items standing out against the white rice and greenish cabbage.""}"
2a6vtKSLVDk-Scene-017,The person in the video is wearing a pink sweater.,The answer is a red sweater with lace detail.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-017', 'question': 'What is the clothing item that the person is wearing while trying to consume the dish?', 'hint': ""In the video, there's a close-up of a woman's hands attempting to eat a large piece of breaded and fried meat from Japanese cuisine, which is dipped into sauce before being eaten."", 'multiple_choice': ['A red jacket with a scarf.', 'A yellow t-shirt with a floral pattern.', 'A grey checkered shirt with red stripes.', 'A red sweater with lace detail.'], 'multiple_choice_answer': 'A red sweater with lace detail.', 'open_answer': 'The answer is a red sweater with lace detail.', 'scene_description': ""The video features a close-up of a person's hands, clothed in a vibrant red sweater with lace detail, as they attempt to eat a large piece of katsu, a Japanese breaded and fried pork cutlet. The katsu is dipped into a bowl of sauce before the person tries to eat it in one bite. The attempt is unsuccessful, leading to a twist and bite action. The table is set with traditional Japanese dining ware, including white rice, miso soup, shredded cabbage, and additional katsu pieces on a metal rack. The environment appears to be a casual dining restaurant, with dim lighting enhancing the warmth of the scene. The colors are rich, with the red sweater contrasting against the neutral tones of the food and tableware.""}"
2a6vtKSLVDk-Scene-024,"The video shows a man and a woman sitting at a table in a restaurant with a variety of dishes and a cylindrical vessel. The cylindrical vessel contains a beverage, but the identity of the beverage is not specified in the video. The video shows the woman stirring the contents of the cylindrical vessel with chopsticks while the man looks on. Other dishes on the table include a plate with white rice and noodles, bowls of various food",The answer is tea.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-024', 'question': 'What is this beverage?', 'hint': 'In the video, there is a warm color dominating the wooden table, with steam indicating freshness and warmth. Various dining ware is present including chopsticks and several bowls. There is cylindrical vessel containing a beverage.', 'multiple_choice': ['Water.', 'Sake.', 'Coffee.', 'Tea.'], 'multiple_choice_answer': 'Tea.', 'open_answer': 'The answer is tea.', 'scene_description': ""The scene opens with a close-up of a traditional Japanese meal, featuring tonkatsu (breaded pork cutlet), shredded cabbage, miso soup, rice, and a unique karashi (mustard) sauce. The main focus is on the tonkatsu and the act of dipping it into the karashi sauce. The person is enthusiastically describing how delicious and novel the sauce tastes. The table is set with typical Japanese dining ware including chopsticks and various bowls. The colors are warm, dominated by the brown of the wooden table and the food's golden-brown crust. We see steam indicating the food's freshness and warmth. Green tea can be seen in cups beside the plates, adding to the authenticity of the dining experience. The person continues to enjoy their meal, expressing delight over combining the sauce with different elements, particularly shrimp, suggesting a satisfying dining experience.""}"
4iF6CZ7xhvU-Scene-003,"Based on the video, it appears to be highlighting a downloadable item that is an application, as it mentions that viewers can download it from the internet. The text on the page is mainly black, and the hyperlinks are blue. There is also a small pixelated image of an in-game picture, and a voice-over guiding the viewer through a process. The mouse cursor highlights a specific version of the downloadable item, indicating that it is a specific version of",The answer is 'Survival Island' for Minecraft.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-003', 'question': 'What is this downloadable item that is being highlighted?', 'hint': 'In the video, it mentions that the mouse cursor navigates through a text-heavy page on an internet browser, with the text being predominantly black and hyperlinks in blue. There is also mention of a small pixelated image of an in-game picture, and a voice-over guiding viewers through a process. The mouse cursor highlights a specific version of a downloadable item.', 'multiple_choice': ['Twilight Forest for Minecraft.', ""Tinker's Construct for Minecraft."", 'Pixelmon for Minecraft.', 'Survival Island for Minecraft.'], 'multiple_choice_answer': 'Survival Island for Minecraft.', 'open_answer': ""The answer is 'Survival Island' for Minecraft."", 'scene_description': ""The video showcases a computer screen with an open internet browser displaying a forum post. The background is white with blue and red elements from the browser's interface. The mouse cursor navigates through a text-heavy page, where an individual is explaining how to download 'Survival Island' for Minecraft. The text on the forum is predominantly black, with hyperlinks in blue. A small, pixelated image of an in-game island is visible in the first frame. There are no human characters or audible dialogue, only a voice-over guiding viewers through the download process. The environment is digital, with the frames focusing on different parts of the forum post. Version 1.0 of 'Survival Island' is highlighted by the mouse cursor as it hovers over the download link provided in the text.""}"
4iF6CZ7xhvU-Scene-008,"The shortcut icon that looks like a blocky dirt cube with green grass on top is the ""Windows Explorer"" icon, which is part of the Windows operating system. This icon is a shortcut to the Windows Explorer program, which is a file manager used for organizing, exploring, and managing files and folders on a computer. It is likely that this icon is placed on the computer's desktop as a shortcut to help the user quickly access and use the Windows Explorer program.",The answer is 'Minecraft'.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-008', 'question': 'What is the shortcut icon that look like a blocky dirt cube with green grass on top?', 'hint': 'In the video, a scene displays a medium close-up of a computer desktop, presumably running an older version of the Windows operating system. The desktop background is a deep blue color, and there are various shortcut icons scattered around.', 'multiple_choice': ['Roblox.', 'Fortnite.', 'Terraria.', 'Minecraft.'], 'multiple_choice_answer': 'Minecraft.', 'open_answer': ""The answer is 'Minecraft'."", 'scene_description': ""The video clip displays a medium close-up of a computer desktop, presumably running an older version of the Windows operating system. The desktop background is a deep blue color, and there are various shortcut icons scattered around, including one for 'Minecraft'. The main focus is on an open window titled 'SurvivalIsland', showing its contents: a few folders with different modified dates. The cursor moves to right-click within the window, which suggests that the user is about to paste an item into this directory. The right-click context menu appears, offering options like 'View', 'Sort by', and others. However, the actual pasting action isn't shown. The folders within the 'SurvivalIsland' window are light-colored, contrasting with the dark theme of the rest of the operating system. There's no other significant activity or movement in the frame.""}"
4iF6CZ7xhvU-Scene-011,"The environmental elements in the video are the blocks and elements that are found by the seaside and are typically used for construction and crafting in Minecraft. They can be found in the geography of the main part of the island where the player's character is located. The blocks and elements include sandstone, gravel, cobblestone, stone, and stairs, among others. Additionally, the player can see the environment and the sky, which can change color depending on the",The answer is sand blocks.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-011', 'question': ""What are these environmental elements that I'm describing?"", 'hint': ""In the video, there are environmental elements that typically used for construction and crafting, found by the seaside. They appear prominently in the Minecraft game interface making up of the main part of the main island's geography where the player's character is located."", 'multiple_choice': ['Dirt blocks.', 'Grass blocks.', 'Sand blocks.', 'Stone blocks.'], 'multiple_choice_answer': 'Sand blocks.', 'open_answer': 'The answer is sand blocks.', 'scene_description': ""The video shows the Minecraft game interface, where a player selects a game world named 'SurvivalIsland'. The timestamp and file size for each world are visible. The selection highlights 'SurvivalIsland' and then proceeds to load the level, with screens displaying 'Loading level', 'Building terrain', and 'Simulating world for a bit', indicating the game's process of generating the world. After loading, the gameplay reveals a first-person view of the player's character on an island with limited resources. The environment consists of a beach with sand blocks, a single tree, sugarcane plants, and water surrounding the island. The sky is a clear blue, suggesting daytime. The player's health bar is visible, and the overall color palette is typical of Minecraft's blocky textures with greens, blues, browns, and sandy yellows.""}"
4iF6CZ7xhvU-Scene-016,"Based on the provided video, it can be inferred that the object that adds a touch of green to the scene is the ""grass"" in the game. The grass is clearly visible in the bottom right corner of the screen when the camera shows the field. While it's not a live plant, it serves as the substitute for greenery in the video.",The answer is cacti.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-016', 'question': 'What is the object that add a touch of green to the scene?', 'hint': ""In the video, there's a clear indication of daytime due to the visibility of the sky, and the environment is mainly sandy with minimal greenery present. Amidst this setting, plant-like structures stand out with their greenish hue appearance, positioned upright on the sand, situated in proximity to each other."", 'multiple_choice': ['Sugarcane.', 'Grass patch.', 'Green tree.', 'Cacti.'], 'multiple_choice_answer': 'Cacti.', 'open_answer': 'The answer is cacti.', 'scene_description': ""In the video, the player is immersed in Minecraft's 'Survival Island' setting, showcasing a barren landscape with minimal vegetation. The environment is predominantly sandy with patches of grass, and two cacti are visible, indicating a desert biome bordering an ocean. The sky is clear, suggesting it's daytime. The player digs into the earth, creating a small pit. Colors are typical of Minecraft's blocky aesthetic - greens, browns, and blues dominate the palette. There is no visible wildlife or other characters; it's a solitary scenario. Throughout these actions, the health bar at the bottom indicates the player's status. All objects possess the game's signature cubic form. The player appears to be collecting resources, possibly for survival purposes or crafting within the game's mechanics.""}"
-8tHt0b-v_M-Scene-014,The person's outfit is a beige-colored shirt.,The answer is dark blue/black.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-014', 'question': ""What is color of this person's outfit?"", 'hint': 'In the video, there is an individual who is methodical in his actions, displaying professionalism and attention to safety protocols. He is conducting a pre-flight check, verbalizing each step for cross-checking instruments to ensure they are calibrated and that the compass aligns with the Horizontal Situation Indicator (HSI). He adjusts the mixture for best power, confirms the primer is in and locked, and prepares to increase the throttle to 1700 RPM.', 'multiple_choice': ['Dark blue.', 'Light yellow.', 'Brown.', 'White.'], 'multiple_choice_answer': 'Dark blue.', 'open_answer': 'The answer is dark blue/black.', 'scene_description': 'The clip takes place inside the cockpit of a small aircraft with beige and brown interior, featuring two individuals wearing headsets, presumably the pilot and a passenger. The pilot is conducting a pre-flight check, verbalizing each step for cross-checking instruments to ensure they are calibrated and that the compass aligns with the Horizontal Situation Indicator (HSI). He adjusts the mixture for best power, confirms the primer is in and locked, and prepares to increase the throttle to 1700 RPM. The pilot is methodical in his actions, displaying professionalism and attention to safety protocols. The sun shines through the cockpit windows suggesting clear weather. Various switches and controls are visible on the dashboard. The video ends with the pilot closing his window before throttling up, indicating readiness for takeoff.'}"
-8tHt0b-v_M-Scene-037,"The primary person that operates the aircraft is the one holding a physical checklist card. The other person, who is wearing a baseball cap, appears to be using an electronic device, likely a tablet with navigational aids.",The answer is the man in the left seat in black/dark blue with the tablet.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-037', 'question': 'Who is the primary person that operates the aircraft, right or left seat?', 'hint': 'In the video, it mentions that one of the pilots is handling a physical checklist card while the other seems to be operating an electronic device, likely a tablet with navigational aids.', 'multiple_choice': ['The plane operates autonomously without pilot intervention.', 'Both pilots share the responsibility equally.', 'The man in the left seat.', 'The man in the right seat.'], 'multiple_choice_answer': 'The man in the left seat.', 'open_answer': 'The answer is the man in the left seat in black/dark blue with the tablet.', 'scene_description': ""Inside a small aircraft's cockpit, two pilots are performing a climb checklist during flight. The pilot on the left is handling a physical checklist card, while the co-pilot on the right seems to be operating an electronic device, likely a tablet with navigational aids. The cockpit is equipped with numerous instruments and screens displaying various flight data. They wear headsets for communication. It's daytime, with clear visibility outside the small windows, showing a blue sky and landscape below. The sunlight illuminates the cockpit interior revealing grey and black panels, dials in shades of black, white, and green, and beige interior elements. All components appear functional and in use, denoting an active flight phase. The pilots are focused on their tasks, ensuring a safe and efficient ascent.""}"
-8tHt0b-v_M-Scene-055,"Based on the video, the small electronic device in a rectangular shape that is mounted in the middle bottom of the windshield is a tablet. The pilots are using it to navigate and monitor the aircraft's progress while in flight. The tablet is seen as an important tool for flight navigation, providing access to critical flight information such as altitude, air speed, heading, and other instrumentation. In the video, the pilots are wearing headsets, which indicates that",The answer is a camera.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-055', 'question': 'In this scene, what is the small electronic device in a rectangular shape that is mounted in the middle bottom of windshield?', 'hint': ""The video showcases a cockpit view from a small aircraft in flight, with two pilots visible. The pilot on the left points out something to the co-pilot. They wear headsets and are focused on navigation. In the cockpit's interior, it features an array of aviation instruments. Outside, through the windshield, we see a vast landscape from high altitude, suggesting mid-flight status."", 'multiple_choice': ['A camera.', 'A GPS unit.', 'A radar display.', 'A weather monitor.'], 'multiple_choice_answer': 'A camera.', 'open_answer': 'The answer is a camera.', 'scene_description': ""The video showcases a cockpit view from a small aircraft in flight, with two pilots visible. The pilot on the left points out something to the co-pilot. They wear headsets and are focused on navigation. A mounted camera captures the cockpit's interior, featuring an array of aviation instruments, a yoke, and a folded map held by the co-pilot. Outside, through the windshield, we see a vast landscape from high altitude, suggesting mid-flight status. The horizon is clear, with a warm hue suggesting daytime, possibly late afternoon. The environment outside is a mix of land and sky with a hazy atmosphere. The interior has shades of gray and black from the dashboard and cream from the aircraft's ceiling. The digital screens on the dashboard add a pop of color with their lit-up displays.""}"
-8tHt0b-v_M-Scene-078,"Based on the video, it appears that the type of aircraft depicted is a small plane. The aircraft is small and white, with two propellers, and a clear view of the cockpit through the windshield. Additionally, there is an indication that the plane is equipped with advanced avionics, as seen in the video's detailed cockpit description. Furthermore, the runway appears to be made of concrete and is well-maintained, and there is","The answer is a Cessna, a popular aircraft for general aviation.","{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-078', 'question': 'What is the type of aircraft depicted during this landing sequence?', 'hint': 'In the video, we see an aircraft equipped with advanced avionics, clear skies providing excellent visibility, and a runway that is dry with visible tire marks indicating frequent use. The scene inside the cockpit reveals two individuals wearing headsets, actively controlling the plane to make a landing.', 'multiple_choice': ['A Gulfstream G650, a luxury private jet for long-range travel.', 'A Boeing 747, a large commercial airliner for passenger transport.', 'A Cessna, a popular aircraft for general aviation.', 'A Bombardier Learjet, a business jet for executive travel.'], 'multiple_choice_answer': 'A Cessna, a popular aircraft for general aviation.', 'open_answer': 'The answer is a Cessna, a popular aircraft for general aviation.', 'scene_description': ""The video depicts a small aircraft, likely a Cessna, during landing. The voice-over suggests the pilot is completing the landing sequence by holding off the flare (raising the nose) before touchdown and easing onto the brakes for deceleration. The first frame inside the cockpit reveals two individuals wearing headsets, presumably the pilot and a passenger. The cockpit is equipped with advanced avionics. Outside, clear skies and daylight provide excellent visibility. The runway appears dry with visible tire marks, indicating frequent use. As the plane touches down, we see the main landing gear in contact with the runway in subsequent wing-mounted camera frames, with slight wobbling indicating active control inputs to maintain alignment. The aircraft's shadow confirms the sunny conditions. The colors are vibrant, predominantly blue sky and green grass alongside the gray runway.""}"
1Zq6Y5suSms-Scene-004,"The speaker of the presentation is not clearly visible in the dimly lit setting. However, based on the information provided in the video, it is possible to deduce that the speaker is a woman or a person of color.",The answer is Adam Bernier.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-004', 'question': 'What is the name of the speaker of this presentation?', 'hint': ""In the video, there's a stage that is not well-lit except for a focused area indicating where the speaker should stand. In this dimly lit setting, there's a distinctive sign in the background with bold lettering associated with a well-known series of talks that aim to spread ideas worth sharing. Additionally, there's an image being projected which includes a title card featuring a name."", 'multiple_choice': ['Samuel.', ""We don't know because it is not mentioned."", 'Adam Bernier.', 'Louis.'], 'multiple_choice_answer': 'Adam Bernier.', 'open_answer': 'The answer is Adam Bernier.', 'scene_description': ""The clip appears to be taken from a presentation at a TEDx event, specifically TEDxAcademieSaintLouis. The stage is dimly lit with a spotlight focusing on the center, suggesting a speaker's area. In the background, a large red TEDx sign and a projected image are visible. The image is of a title card with the name 'Adam Bernier' prominently displayed. The overall color scheme includes red from the TEDx branding, contrasting with the dark stage environment. The audience is not visible, indicating that the camera is focused on the stage area to highlight the presentation. The projected image suggests that someone named Adam Bernier is either speaking or about to speak about the topic of electronic devices and their impact.""}"
1Zq6Y5suSms-Scene-010,"The design element on the shield is a eagle perched on top of a shield. The eagle, with a distinctive white head and tail, is the national bird and symbol of the United States of America. The shield with the eagle perched on top is commonly found on emblems, particularly in the United States.",The answer is a compass.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-010', 'question': 'What is the name of the design element on the shield?', 'hint': 'In the video, a static image is displayed which features an emblem with various symbols. This emblem includes a shield with a particular design element that is commonly often found on maps. The emblem also has a bird of prey with a distinctive white head and tail, known for being the national bird and symbol of the United States, perched atop the shield.', 'multiple_choice': ['A map.', 'A compass.', 'An eagle.', 'A ribbon.'], 'multiple_choice_answer': 'A compass.', 'open_answer': 'The answer is a compass.', 'scene_description': ""The video presents a single, static image throughout the duration of the clip. The image is that of the Central Intelligence Agency's official emblem, which features prominently in the center against a plain background. The emblem includes a shield with a compass rose, a bald eagle perched atop, and a circular banner surrounding it with the words 'Central Intelligence Agency United States of America'. The colors are predominantly blue and gold, with white accents. The voice-over in French suggests a plot where an individual decides to infiltrate or serve the CIA, referred to as 'CI' in the voice-over, after experiencing something negative (possibly betrayal) from 'le métro,' which could metaphorically represent another agency or entity. The scene does not include any characters or motion, creating a formal and authoritative atmosphere highlighting the CIA's significance in the narrative.""}"
1Zq6Y5suSms-Scene-015,The color of the attire worn by the speaker is black.,The answer is black and red.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-015', 'question': 'What is the color of the attire worn by the speaker?', 'hint': 'In the video, a person is delivering a talk on stage, exuding confidence through their body language and hand gestures that complement their speech. The attire appears to be an official uniform, possibly from an educational institution.', 'multiple_choice': ['Black and yellow.', 'Blue and red.', 'Black and red.', 'Blue and black.'], 'multiple_choice_answer': 'Black and red.', 'open_answer': 'The answer is black and red.', 'scene_description': ""A speaker is standing on a TEDx stage, with confident body language, hands gently gesturing to emphasize points. The environment suggests a formal presentation setting, with dim lighting focusing on the speaker, making him the center of attention. The background shows a projection screen displaying a grassy knoll under a blue sky. The speaker is dressed in a black and red uniform, likely school attire, suggesting he may be a student. The stage's TEDx branding confirms the educational and informative nature of the event. As the speaker delivers his talk, there's a sense of growing confidence in his voice, which corresponds with the content of the voice-over discussing overcoming apprehension and gaining trust.""}"
1Zq6Y5suSms-Scene-021,"This object is a small white and gray electronic device with a screen on top, sitting on a wooden table with colorful icons displayed on it. The object is a smartphone with the capability of sending messages and accessing the internet. The wooden surface and the colorful icons suggest that the device is connected to social media, and the word ""applications"" and ""coment"" in the French text suggest that this may be a smartphone app that allows users to send messages with various emotic",The answer is a white smartphone.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-021', 'question': 'What is this object?', 'hint': 'In the video, there is also a focus on a slide that an object lies flat on a wooden surface displaying a colorful array of icons.', 'multiple_choice': ['A tablet with various apps.', 'A digital pillbox with various medications displayed.', 'A game console with various games.', 'A smartphone with various apps.'], 'multiple_choice_answer': 'A smartphone with various apps.', 'open_answer': 'The answer is a white smartphone.', 'scene_description': ""The video clip features a single, still image throughout its duration. The focus is on a white smartphone lying flat on a wooden surface with the screen displaying a colorful array of app icons. The lighting is bright and even, suggesting an indoor environment without harsh shadows or highlights. There are no characters present in the frame, and no actions take place. The text 'Explications de comment ça fonctionne' is clearly displayed at the top, indicating an explanatory segment about the functioning of something, likely related to the mentioned electronic chip. The overall color palette is warm due to the wooden background and the colorful icons add a sense of variety to the otherwise monochromatic scene.""}"
1K3pBx7zWAI-Scene-007,"The reason for the individual's frustration is unclear from the video alone. However, based on the details of the video, it is possible that he is upset about the state of a window or possibly a situation involving someone. He is seen gesticulating and displaying a demeanor that suggests he is trying to express his dissatisfaction or annoyance with something.",The answer is the dissatisfaction with the cleaning job.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-007', 'question': 'Can you identify what is the reason of his frustration?', 'hint': 'In the scene, there is an individual who seems to be in a position of authority, wearing a striped blue-and-white outfit. He is seen gesticulating and displaying a demeanor that suggests he is upset as he wipes the window, possibly reprimanding someone.', 'multiple_choice': ['The dissatisfaction with the cleaning job.', 'The lack of proper equipment for cleaning.', 'The sunshine reflected from the window flashes his eyes.', ""The window is locked that he can't clean the inside.""], 'multiple_choice_answer': 'The dissatisfaction with the cleaning job.', 'open_answer': 'The answer is the dissatisfaction with the cleaning job.', 'scene_description': ""The scene takes place outside a building, with a character dressed in a black suit and beret who seems to be a boss or supervisor, angrily addressing someone. The windows reflect the light blue sky. It transitions to a character in a striped blue-and-white pajama-like outfit, presumably a cleaner, wiping the window. The character looks older with white hair and round glasses. He seems taken aback and worried as he pauses to look at his reflection in the window. The environment suggests an urban setting with buildings in the background and a tree indicating a street side location. The colors are soft and cartoonish. There's an aura of tension as the boss appears dissatisfied with the cleaning job, resulting in him firing the cleaner.""}"
1K3pBx7zWAI-Scene-017,"Based on the video description, the main action the protagonist (an older portly gentleman) is doing is discussing the issue of the staircase's height with another person. He raises his index finger as if to emphasize something he is saying, and then he is shown making a hand gesture to call a piece of equipment. The scene appears to take place outdoors on a rooftop or an open space, with buildings in the background. The animation style is",The answer is that the person blows a whistle with his hand.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-017', 'question': 'Can you describe what is the action he does?', 'hint': ""In the video, the environment appears to be outdoors, possibly on a rooftop or open space with buildings in the background indicating an urban setting. There is a small, animated car with eyes and a mouth, adorned with heart decals and orange side mirrors. The car's expression is one of concern or confusion. An older, portly gentleman, presumably Sir Ronald, is being told that a staircase is not tall enough for an intended purpose. He looks slightly bemused or contemplative as he raises his index finger, possibly making a point. He then do an action with his hand to call a equipment to solve the problem."", 'multiple_choice': ['The person claps his hands.', 'The person points his finger.', 'The person blows a whistle with his hand.', 'The person waves his hand.'], 'multiple_choice_answer': 'The person blows a whistle with his hand.', 'open_answer': 'The answer is that the person blows a whistle with his hand.', 'scene_description': ""The voice-over suggests a dialogue where one character, presumably Sir Ronald, is being told that a staircase is not tall enough for an intended purpose. The environment appears to be outdoors, possibly on a rooftop or open space with buildings in the background indicating an urban setting. The lighting is bright and even, suggesting daytime. The first two frames show a small, animated car with eyes and a mouth, adorned with heart decals and orange side mirrors, indicative of a child-friendly character design. The car's expression is one of concern or confusion. The last two frames feature an older, portly gentleman wearing pajamas and a nightcap. He looks slightly bemused or contemplative as he raises his index finger, possibly making a point or explaining something. The colors are vibrant with a lot of blues and purples.""}"
1K3pBx7zWAI-Scene-025,"It appears that the object is a rooftop platform or station, and the two characters are inspecting a white car that is parked on the platform. The platform is next to the two tall buildings, and there is a green person standing on the platform who seems to be working with the white car. Based on these observations, the answer to the question could be a rooftop platform for inspecting and working on cars in a large city.",The answer is a crane or a mechanical lift.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-025', 'question': 'What could this object be?', 'hint': 'In the scene, there is an object that is located beside two characters in black on a rooftop. On the object, there is white car and a man in green.', 'multiple_choice': ['A balcony.', 'A platform for viewing the landscape.', 'A mechanical lift.', 'A construction platform.'], 'multiple_choice_answer': 'A mechanical lift.', 'open_answer': 'The answer is a crane or a mechanical lift.', 'scene_description': ""The scene opens with two characters, presumably male, dressed in black suits and gesturing expansively towards each other on a skyscraper's rooftop. One seems to be making a point or issuing instructions to the other. The environment is urban with multiple skyscrapers under a soft pastel sky, suggesting early morning or late afternoon. In the background, various flags are fluttering in the wind. As the camera pulls back, a small white car with facial features and a green helmeted character appear on an elevated, checkered yellow and black platform beside the characters. The platform appears to be a lift or stage for construction or maintenance. The light is soft and warm, indicating a clear day. The overall color palette is muted with blues, whites, and greys dominating, contrasting with the bright colors of the flags and the platform's warning pattern.""}"
