id,pred,gt,meta
2a6vtKSLVDk,"(B) Looking at a photo album about the food the person ate to share with friends. Based on the video, the person is browsing through a photo album that contains various pictures of food. They are looking at the pictures with a pair of glasses, and they occasionally reach out to touch a picture. The pictures are of various types of dishes such as fried chicken, rice, soup, sushi, and noodles. Also, they are holding a bowl",(D) Ordering food from a menu in a restaurant.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-005', 'question': 'Why the person browes these pages?', 'hint': 'In the video, there is a close-up shot of a glossy page that features high-quality images of food with vivid colors, primarily representing orange, green, and white tones. Each item on this page is accompanied by Japanese text indicating specific details. The person browsing through these pages is using their hands.', 'multiple_choice': ['Reading a magazine about restaurants that the person wants to visit.', 'Looking at a photo album about the food the person ate to share with friends.', 'Browsing a website about food to find a recipe.', 'Ordering food from a menu in a restaurant.'], 'multiple_choice_answer': 'Ordering food from a menu in a restaurant.', 'open_answer': 'The answer is ordering food from a menu.', 'scene_description': ""The video features close-up shots of a restaurant's menu page showcasing various tonkatsu (breaded and fried pork cutlet) dishes. The pages are glossy, with vivid, high-quality images of the food that look appetizing. Each dish is accompanied by Japanese text, which includes the name and price of the dish. Some items have additional garnishes like shredded cabbage. The person browsing the menu uses their hand to flip through the pages, but their hand is not entirely visible in the frame. The environment appears to be a casual dining restaurant with a wooden table, suggesting a comfortable eating setting. The light is bright, casting a slight glare on the menu's glossy pages, emphasizing the rich colors of orange, green, and white primarily represented in the food photos.""}"
2a6vtKSLVDk,(A) Chicken cutlet.,(B) Pork cutlet.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-012', 'question': 'Can you identify what the material is inside the crispy, breaded fried item that is being held up with chopsticks?', 'hint': 'In the video, a close-up focuses on a plate of crispy, breaded fried items, accompanied by a side of shredded cabbage with purple accents, and lemon wedges. The table also has a bowl of white rice and a traditional soup bowl with a lid, suggesting a full meal setup.', 'multiple_choice': ['Chicken cutlet.', 'Pork cutlet.', 'Vegetable cutlet.', 'Fish cutlet.'], 'multiple_choice_answer': 'Pork cutlet.', 'open_answer': 'The answer is pork cutlet.', 'scene_description': ""The scene takes place in a restaurant setting, likely a Japanese eatery given the style of dishes and chopsticks. The focus is on a plate of crispy, breaded fried items, possibly tonkatsu (breaded pork cutlets), accompanied by a side of shredded cabbage with purple accents, perhaps red cabbage, and lemon wedges. One piece is being held up with chopsticks, revealing a creamy interior that contrasts with the expected tonkatsu filling, indicating it's a cream croquette (クリームコロッケ). The speaker clarifies that one is a cream croquette and the other isn't. The table also has a bowl of white rice and a traditional soup bowl with a lid, suggesting a full meal setup. The colors are warm, with the golden brown of the fried items standing out against the white rice and greenish cabbage.""}"
2a6vtKSLVDk,"(B) A yellow t-shirt with a floral pattern. Based on the video, it appears that the person in question is wearing a yellow t-shirt with a floral pattern. This is clearly depicted in the video and is the most likely correct answer.",(D) A red sweater with lace detail.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-017', 'question': 'What is the clothing item that the person is wearing while trying to consume the dish?', 'hint': ""In the video, there's a close-up of a woman's hands attempting to eat a large piece of breaded and fried meat from Japanese cuisine, which is dipped into sauce before being eaten."", 'multiple_choice': ['A red jacket with a scarf.', 'A yellow t-shirt with a floral pattern.', 'A grey checkered shirt with red stripes.', 'A red sweater with lace detail.'], 'multiple_choice_answer': 'A red sweater with lace detail.', 'open_answer': 'The answer is a red sweater with lace detail.', 'scene_description': ""The video features a close-up of a person's hands, clothed in a vibrant red sweater with lace detail, as they attempt to eat a large piece of katsu, a Japanese breaded and fried pork cutlet. The katsu is dipped into a bowl of sauce before the person tries to eat it in one bite. The attempt is unsuccessful, leading to a twist and bite action. The table is set with traditional Japanese dining ware, including white rice, miso soup, shredded cabbage, and additional katsu pieces on a metal rack. The environment appears to be a casual dining restaurant, with dim lighting enhancing the warmth of the scene. The colors are rich, with the red sweater contrasting against the neutral tones of the food and tableware.""}"
2a6vtKSLVDk,(A) Water.,(D) Tea.,"{'video_id': '2a6vtKSLVDk', 'clip_id': '2a6vtKSLVDk-Scene-024', 'question': 'What is this beverage?', 'hint': 'In the video, there is a warm color dominating the wooden table, with steam indicating freshness and warmth. Various dining ware is present including chopsticks and several bowls. There is cylindrical vessel containing a beverage.', 'multiple_choice': ['Water.', 'Sake.', 'Coffee.', 'Tea.'], 'multiple_choice_answer': 'Tea.', 'open_answer': 'The answer is tea.', 'scene_description': ""The scene opens with a close-up of a traditional Japanese meal, featuring tonkatsu (breaded pork cutlet), shredded cabbage, miso soup, rice, and a unique karashi (mustard) sauce. The main focus is on the tonkatsu and the act of dipping it into the karashi sauce. The person is enthusiastically describing how delicious and novel the sauce tastes. The table is set with typical Japanese dining ware including chopsticks and various bowls. The colors are warm, dominated by the brown of the wooden table and the food's golden-brown crust. We see steam indicating the food's freshness and warmth. Green tea can be seen in cups beside the plates, adding to the authenticity of the dining experience. The person continues to enjoy their meal, expressing delight over combining the sauce with different elements, particularly shrimp, suggesting a satisfying dining experience.""}"
4iF6CZ7xhvU,(A) Twilight Forest for Minecraft.,(D) Survival Island for Minecraft.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-003', 'question': 'What is this downloadable item that is being highlighted?', 'hint': 'In the video, it mentions that the mouse cursor navigates through a text-heavy page on an internet browser, with the text being predominantly black and hyperlinks in blue. There is also mention of a small pixelated image of an in-game picture, and a voice-over guiding viewers through a process. The mouse cursor highlights a specific version of a downloadable item.', 'multiple_choice': ['Twilight Forest for Minecraft.', ""Tinker's Construct for Minecraft."", 'Pixelmon for Minecraft.', 'Survival Island for Minecraft.'], 'multiple_choice_answer': 'Survival Island for Minecraft.', 'open_answer': ""The answer is 'Survival Island' for Minecraft."", 'scene_description': ""The video showcases a computer screen with an open internet browser displaying a forum post. The background is white with blue and red elements from the browser's interface. The mouse cursor navigates through a text-heavy page, where an individual is explaining how to download 'Survival Island' for Minecraft. The text on the forum is predominantly black, with hyperlinks in blue. A small, pixelated image of an in-game island is visible in the first frame. There are no human characters or audible dialogue, only a voice-over guiding viewers through the download process. The environment is digital, with the frames focusing on different parts of the forum post. Version 1.0 of 'Survival Island' is highlighted by the mouse cursor as it hovers over the download link provided in the text.""}"
4iF6CZ7xhvU,(A) Roblox.,(D) Minecraft.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-008', 'question': 'What is the shortcut icon that look like a blocky dirt cube with green grass on top?', 'hint': 'In the video, a scene displays a medium close-up of a computer desktop, presumably running an older version of the Windows operating system. The desktop background is a deep blue color, and there are various shortcut icons scattered around.', 'multiple_choice': ['Roblox.', 'Fortnite.', 'Terraria.', 'Minecraft.'], 'multiple_choice_answer': 'Minecraft.', 'open_answer': ""The answer is 'Minecraft'."", 'scene_description': ""The video clip displays a medium close-up of a computer desktop, presumably running an older version of the Windows operating system. The desktop background is a deep blue color, and there are various shortcut icons scattered around, including one for 'Minecraft'. The main focus is on an open window titled 'SurvivalIsland', showing its contents: a few folders with different modified dates. The cursor moves to right-click within the window, which suggests that the user is about to paste an item into this directory. The right-click context menu appears, offering options like 'View', 'Sort by', and others. However, the actual pasting action isn't shown. The folders within the 'SurvivalIsland' window are light-colored, contrasting with the dark theme of the rest of the operating system. There's no other significant activity or movement in the frame.""}"
4iF6CZ7xhvU,(A) Dirt blocks.,(C) Sand blocks.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-011', 'question': ""What are these environmental elements that I'm describing?"", 'hint': ""In the video, there are environmental elements that typically used for construction and crafting, found by the seaside. They appear prominently in the Minecraft game interface making up of the main part of the main island's geography where the player's character is located."", 'multiple_choice': ['Dirt blocks.', 'Grass blocks.', 'Sand blocks.', 'Stone blocks.'], 'multiple_choice_answer': 'Sand blocks.', 'open_answer': 'The answer is sand blocks.', 'scene_description': ""The video shows the Minecraft game interface, where a player selects a game world named 'SurvivalIsland'. The timestamp and file size for each world are visible. The selection highlights 'SurvivalIsland' and then proceeds to load the level, with screens displaying 'Loading level', 'Building terrain', and 'Simulating world for a bit', indicating the game's process of generating the world. After loading, the gameplay reveals a first-person view of the player's character on an island with limited resources. The environment consists of a beach with sand blocks, a single tree, sugarcane plants, and water surrounding the island. The sky is a clear blue, suggesting daytime. The player's health bar is visible, and the overall color palette is typical of Minecraft's blocky textures with greens, blues, browns, and sandy yellows.""}"
4iF6CZ7xhvU,(C) Green tree.,(D) Cacti.,"{'video_id': '4iF6CZ7xhvU', 'clip_id': '4iF6CZ7xhvU-Scene-016', 'question': 'What is the object that add a touch of green to the scene?', 'hint': ""In the video, there's a clear indication of daytime due to the visibility of the sky, and the environment is mainly sandy with minimal greenery present. Amidst this setting, plant-like structures stand out with their greenish hue appearance, positioned upright on the sand, situated in proximity to each other."", 'multiple_choice': ['Sugarcane.', 'Grass patch.', 'Green tree.', 'Cacti.'], 'multiple_choice_answer': 'Cacti.', 'open_answer': 'The answer is cacti.', 'scene_description': ""In the video, the player is immersed in Minecraft's 'Survival Island' setting, showcasing a barren landscape with minimal vegetation. The environment is predominantly sandy with patches of grass, and two cacti are visible, indicating a desert biome bordering an ocean. The sky is clear, suggesting it's daytime. The player digs into the earth, creating a small pit. Colors are typical of Minecraft's blocky aesthetic - greens, browns, and blues dominate the palette. There is no visible wildlife or other characters; it's a solitary scenario. Throughout these actions, the health bar at the bottom indicates the player's status. All objects possess the game's signature cubic form. The player appears to be collecting resources, possibly for survival purposes or crafting within the game's mechanics.""}"
-8tHt0b-v_M,(C) Brown.,(A) Dark blue.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-014', 'question': ""What is color of this person's outfit?"", 'hint': 'In the video, there is an individual who is methodical in his actions, displaying professionalism and attention to safety protocols. He is conducting a pre-flight check, verbalizing each step for cross-checking instruments to ensure they are calibrated and that the compass aligns with the Horizontal Situation Indicator (HSI). He adjusts the mixture for best power, confirms the primer is in and locked, and prepares to increase the throttle to 1700 RPM.', 'multiple_choice': ['Dark blue.', 'Light yellow.', 'Brown.', 'White.'], 'multiple_choice_answer': 'Dark blue.', 'open_answer': 'The answer is dark blue/black.', 'scene_description': 'The clip takes place inside the cockpit of a small aircraft with beige and brown interior, featuring two individuals wearing headsets, presumably the pilot and a passenger. The pilot is conducting a pre-flight check, verbalizing each step for cross-checking instruments to ensure they are calibrated and that the compass aligns with the Horizontal Situation Indicator (HSI). He adjusts the mixture for best power, confirms the primer is in and locked, and prepares to increase the throttle to 1700 RPM. The pilot is methodical in his actions, displaying professionalism and attention to safety protocols. The sun shines through the cockpit windows suggesting clear weather. Various switches and controls are visible on the dashboard. The video ends with the pilot closing his window before throttling up, indicating readiness for takeoff.'}"
-8tHt0b-v_M,"(C) The man in the left seat. Based on the video, the man holding a physical checklist card is the primary person operating the aircraft. The other man, who is in the right seat and seems to be using an electronic device, is likely the secondary person responsible for monitoring the aircraft and ensuring its proper operation while the primary pilot handles the checklist.",(C) The man in the left seat.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-037', 'question': 'Who is the primary person that operates the aircraft, right or left seat?', 'hint': 'In the video, it mentions that one of the pilots is handling a physical checklist card while the other seems to be operating an electronic device, likely a tablet with navigational aids.', 'multiple_choice': ['The plane operates autonomously without pilot intervention.', 'Both pilots share the responsibility equally.', 'The man in the left seat.', 'The man in the right seat.'], 'multiple_choice_answer': 'The man in the left seat.', 'open_answer': 'The answer is the man in the left seat in black/dark blue with the tablet.', 'scene_description': ""Inside a small aircraft's cockpit, two pilots are performing a climb checklist during flight. The pilot on the left is handling a physical checklist card, while the co-pilot on the right seems to be operating an electronic device, likely a tablet with navigational aids. The cockpit is equipped with numerous instruments and screens displaying various flight data. They wear headsets for communication. It's daytime, with clear visibility outside the small windows, showing a blue sky and landscape below. The sunlight illuminates the cockpit interior revealing grey and black panels, dials in shades of black, white, and green, and beige interior elements. All components appear functional and in use, denoting an active flight phase. The pilots are focused on their tasks, ensuring a safe and efficient ascent.""}"
-8tHt0b-v_M,"(A) A camera. The video features a cockpit view from a small aircraft in flight, with two pilots visible. The pilot on the left points out something to the co-pilot. They wear headsets and are focused on navigation. In the cockpit's interior, it features an array of aviation instruments. Outside, through the windshield, we see a vast landscape from high altitude, suggesting mid-flight status. Based on this,",(A) A camera.,"{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-055', 'question': 'In this scene, what is the small electronic device in a rectangular shape that is mounted in the middle bottom of windshield?', 'hint': ""The video showcases a cockpit view from a small aircraft in flight, with two pilots visible. The pilot on the left points out something to the co-pilot. They wear headsets and are focused on navigation. In the cockpit's interior, it features an array of aviation instruments. Outside, through the windshield, we see a vast landscape from high altitude, suggesting mid-flight status."", 'multiple_choice': ['A camera.', 'A GPS unit.', 'A radar display.', 'A weather monitor.'], 'multiple_choice_answer': 'A camera.', 'open_answer': 'The answer is a camera.', 'scene_description': ""The video showcases a cockpit view from a small aircraft in flight, with two pilots visible. The pilot on the left points out something to the co-pilot. They wear headsets and are focused on navigation. A mounted camera captures the cockpit's interior, featuring an array of aviation instruments, a yoke, and a folded map held by the co-pilot. Outside, through the windshield, we see a vast landscape from high altitude, suggesting mid-flight status. The horizon is clear, with a warm hue suggesting daytime, possibly late afternoon. The environment outside is a mix of land and sky with a hazy atmosphere. The interior has shades of gray and black from the dashboard and cream from the aircraft's ceiling. The digital screens on the dashboard add a pop of color with their lit-up displays.""}"
-8tHt0b-v_M,"(A) A Gulfstream G650, a luxury private jet for long-range travel.","(C) A Cessna, a popular aircraft for general aviation.","{'video_id': '-8tHt0b-v_M', 'clip_id': '-8tHt0b-v_M-Scene-078', 'question': 'What is the type of aircraft depicted during this landing sequence?', 'hint': 'In the video, we see an aircraft equipped with advanced avionics, clear skies providing excellent visibility, and a runway that is dry with visible tire marks indicating frequent use. The scene inside the cockpit reveals two individuals wearing headsets, actively controlling the plane to make a landing.', 'multiple_choice': ['A Gulfstream G650, a luxury private jet for long-range travel.', 'A Boeing 747, a large commercial airliner for passenger transport.', 'A Cessna, a popular aircraft for general aviation.', 'A Bombardier Learjet, a business jet for executive travel.'], 'multiple_choice_answer': 'A Cessna, a popular aircraft for general aviation.', 'open_answer': 'The answer is a Cessna, a popular aircraft for general aviation.', 'scene_description': ""The video depicts a small aircraft, likely a Cessna, during landing. The voice-over suggests the pilot is completing the landing sequence by holding off the flare (raising the nose) before touchdown and easing onto the brakes for deceleration. The first frame inside the cockpit reveals two individuals wearing headsets, presumably the pilot and a passenger. The cockpit is equipped with advanced avionics. Outside, clear skies and daylight provide excellent visibility. The runway appears dry with visible tire marks, indicating frequent use. As the plane touches down, we see the main landing gear in contact with the runway in subsequent wing-mounted camera frames, with slight wobbling indicating active control inputs to maintain alignment. The aircraft's shadow confirms the sunny conditions. The colors are vibrant, predominantly blue sky and green grass alongside the gray runway.""}"
1Zq6Y5suSms,(C) Adam Bernier.,(C) Adam Bernier.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-004', 'question': 'What is the name of the speaker of this presentation?', 'hint': ""In the video, there's a stage that is not well-lit except for a focused area indicating where the speaker should stand. In this dimly lit setting, there's a distinctive sign in the background with bold lettering associated with a well-known series of talks that aim to spread ideas worth sharing. Additionally, there's an image being projected which includes a title card featuring a name."", 'multiple_choice': ['Samuel.', ""We don't know because it is not mentioned."", 'Adam Bernier.', 'Louis.'], 'multiple_choice_answer': 'Adam Bernier.', 'open_answer': 'The answer is Adam Bernier.', 'scene_description': ""The clip appears to be taken from a presentation at a TEDx event, specifically TEDxAcademieSaintLouis. The stage is dimly lit with a spotlight focusing on the center, suggesting a speaker's area. In the background, a large red TEDx sign and a projected image are visible. The image is of a title card with the name 'Adam Bernier' prominently displayed. The overall color scheme includes red from the TEDx branding, contrasting with the dark stage environment. The audience is not visible, indicating that the camera is focused on the stage area to highlight the presentation. The projected image suggests that someone named Adam Bernier is either speaking or about to speak about the topic of electronic devices and their impact.""}"
1Zq6Y5suSms,"(A) A map. Based on the image displayed, it appears that the emblem on the shield in the static image features the shape of a map, which could refer to the design element being a map.",(B) A compass.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-010', 'question': 'What is the name of the design element on the shield?', 'hint': 'In the video, a static image is displayed which features an emblem with various symbols. This emblem includes a shield with a particular design element that is commonly often found on maps. The emblem also has a bird of prey with a distinctive white head and tail, known for being the national bird and symbol of the United States, perched atop the shield.', 'multiple_choice': ['A map.', 'A compass.', 'An eagle.', 'A ribbon.'], 'multiple_choice_answer': 'A compass.', 'open_answer': 'The answer is a compass.', 'scene_description': ""The video presents a single, static image throughout the duration of the clip. The image is that of the Central Intelligence Agency's official emblem, which features prominently in the center against a plain background. The emblem includes a shield with a compass rose, a bald eagle perched atop, and a circular banner surrounding it with the words 'Central Intelligence Agency United States of America'. The colors are predominantly blue and gold, with white accents. The voice-over in French suggests a plot where an individual decides to infiltrate or serve the CIA, referred to as 'CI' in the voice-over, after experiencing something negative (possibly betrayal) from 'le métro,' which could metaphorically represent another agency or entity. The scene does not include any characters or motion, creating a formal and authoritative atmosphere highlighting the CIA's significance in the narrative.""}"
1Zq6Y5suSms,(B) Blue and red.,(C) Black and red.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-015', 'question': 'What is the color of the attire worn by the speaker?', 'hint': 'In the video, a person is delivering a talk on stage, exuding confidence through their body language and hand gestures that complement their speech. The attire appears to be an official uniform, possibly from an educational institution.', 'multiple_choice': ['Black and yellow.', 'Blue and red.', 'Black and red.', 'Blue and black.'], 'multiple_choice_answer': 'Black and red.', 'open_answer': 'The answer is black and red.', 'scene_description': ""A speaker is standing on a TEDx stage, with confident body language, hands gently gesturing to emphasize points. The environment suggests a formal presentation setting, with dim lighting focusing on the speaker, making him the center of attention. The background shows a projection screen displaying a grassy knoll under a blue sky. The speaker is dressed in a black and red uniform, likely school attire, suggesting he may be a student. The stage's TEDx branding confirms the educational and informative nature of the event. As the speaker delivers his talk, there's a sense of growing confidence in his voice, which corresponds with the content of the voice-over discussing overcoming apprehension and gaining trust.""}"
1Zq6Y5suSms,(B) A digital pillbox with various medications displayed.,(D) A smartphone with various apps.,"{'video_id': '1Zq6Y5suSms', 'clip_id': '1Zq6Y5suSms-Scene-021', 'question': 'What is this object?', 'hint': 'In the video, there is also a focus on a slide that an object lies flat on a wooden surface displaying a colorful array of icons.', 'multiple_choice': ['A tablet with various apps.', 'A digital pillbox with various medications displayed.', 'A game console with various games.', 'A smartphone with various apps.'], 'multiple_choice_answer': 'A smartphone with various apps.', 'open_answer': 'The answer is a white smartphone.', 'scene_description': ""The video clip features a single, still image throughout its duration. The focus is on a white smartphone lying flat on a wooden surface with the screen displaying a colorful array of app icons. The lighting is bright and even, suggesting an indoor environment without harsh shadows or highlights. There are no characters present in the frame, and no actions take place. The text 'Explications de comment ça fonctionne' is clearly displayed at the top, indicating an explanatory segment about the functioning of something, likely related to the mentioned electronic chip. The overall color palette is warm due to the wooden background and the colorful icons add a sense of variety to the otherwise monochromatic scene.""}"
1K3pBx7zWAI,(B) The lack of proper equipment for cleaning.,(A) The dissatisfaction with the cleaning job.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-007', 'question': 'Can you identify what is the reason of his frustration?', 'hint': 'In the scene, there is an individual who seems to be in a position of authority, wearing a striped blue-and-white outfit. He is seen gesticulating and displaying a demeanor that suggests he is upset as he wipes the window, possibly reprimanding someone.', 'multiple_choice': ['The dissatisfaction with the cleaning job.', 'The lack of proper equipment for cleaning.', 'The sunshine reflected from the window flashes his eyes.', ""The window is locked that he can't clean the inside.""], 'multiple_choice_answer': 'The dissatisfaction with the cleaning job.', 'open_answer': 'The answer is the dissatisfaction with the cleaning job.', 'scene_description': ""The scene takes place outside a building, with a character dressed in a black suit and beret who seems to be a boss or supervisor, angrily addressing someone. The windows reflect the light blue sky. It transitions to a character in a striped blue-and-white pajama-like outfit, presumably a cleaner, wiping the window. The character looks older with white hair and round glasses. He seems taken aback and worried as he pauses to look at his reflection in the window. The environment suggests an urban setting with buildings in the background and a tree indicating a street side location. The colors are soft and cartoonish. There's an aura of tension as the boss appears dissatisfied with the cleaning job, resulting in him firing the cleaner.""}"
1K3pBx7zWAI,(A) The person claps his hands. The person's action of clapping his hands can be seen as a sign of approval or recognition. It's possible that the person is expressing satisfaction or agreement with what he's being told or with a solution proposed to him.,(C) The person blows a whistle with his hand.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-017', 'question': 'Can you describe what is the action he does?', 'hint': ""In the video, the environment appears to be outdoors, possibly on a rooftop or open space with buildings in the background indicating an urban setting. There is a small, animated car with eyes and a mouth, adorned with heart decals and orange side mirrors. The car's expression is one of concern or confusion. An older, portly gentleman, presumably Sir Ronald, is being told that a staircase is not tall enough for an intended purpose. He looks slightly bemused or contemplative as he raises his index finger, possibly making a point. He then do an action with his hand to call a equipment to solve the problem."", 'multiple_choice': ['The person claps his hands.', 'The person points his finger.', 'The person blows a whistle with his hand.', 'The person waves his hand.'], 'multiple_choice_answer': 'The person blows a whistle with his hand.', 'open_answer': 'The answer is that the person blows a whistle with his hand.', 'scene_description': ""The voice-over suggests a dialogue where one character, presumably Sir Ronald, is being told that a staircase is not tall enough for an intended purpose. The environment appears to be outdoors, possibly on a rooftop or open space with buildings in the background indicating an urban setting. The lighting is bright and even, suggesting daytime. The first two frames show a small, animated car with eyes and a mouth, adorned with heart decals and orange side mirrors, indicative of a child-friendly character design. The car's expression is one of concern or confusion. The last two frames feature an older, portly gentleman wearing pajamas and a nightcap. He looks slightly bemused or contemplative as he raises his index finger, possibly making a point or explaining something. The colors are vibrant with a lot of blues and purples.""}"
1K3pBx7zWAI,(A) A balcony.,(C) A mechanical lift.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-025', 'question': 'What could this object be?', 'hint': 'In the scene, there is an object that is located beside two characters in black on a rooftop. On the object, there is white car and a man in green.', 'multiple_choice': ['A balcony.', 'A platform for viewing the landscape.', 'A mechanical lift.', 'A construction platform.'], 'multiple_choice_answer': 'A mechanical lift.', 'open_answer': 'The answer is a crane or a mechanical lift.', 'scene_description': ""The scene opens with two characters, presumably male, dressed in black suits and gesturing expansively towards each other on a skyscraper's rooftop. One seems to be making a point or issuing instructions to the other. The environment is urban with multiple skyscrapers under a soft pastel sky, suggesting early morning or late afternoon. In the background, various flags are fluttering in the wind. As the camera pulls back, a small white car with facial features and a green helmeted character appear on an elevated, checkered yellow and black platform beside the characters. The platform appears to be a lift or stage for construction or maintenance. The light is soft and warm, indicating a clear day. The overall color palette is muted with blues, whites, and greys dominating, contrasting with the bright colors of the flags and the platform's warning pattern.""}"
1K3pBx7zWAI,"(A) A person in a white helmet. The person standing next to the white car has a helmet on his head, and his enthusiasm is visible in his facial expression. The video shows a cartoon character wearing a white helmet and standing next to a white car. The person is not in a blue shirt, pants, or suit, as described in options (B) and (C). The person is wearing a different outfit, and the hel",(B) A white car.,"{'video_id': '1K3pBx7zWAI', 'clip_id': '1K3pBx7zWAI-Scene-035', 'question': 'Can you identify what the object shown partially that stands besides him?', 'hint': 'In the video, there is a close-up with an individual who exhibits enthusiasm while communicating. He has found a position on an elevated spot, which could either be a rooftop. His attire consists of a hat and outfit in matching shades of green, with the hat being a beanie and the clothing, an overall paired with a lighter hued shirt.', 'multiple_choice': ['A person in a white helmet.', 'A white car.', 'A person in a white suit.', 'A white table.'], 'multiple_choice_answer': 'A white car.', 'open_answer': 'The answer is a white car.', 'scene_description': ""A character is speaking excitedly, standing on an elevated surface, possibly a roof or platform. They're wearing a green beanie, matching green overall with a lighter green shirt underneath. The environment appears to be urban with tall buildings in the background and clear blue skies. The lighting suggests daytime with soft shadows indicating either morning or late afternoon. The character gestures with their hands to emphasize their speech about overcoming fear of heights and seeking higher adventures. In the background, there's a white vehicle, perhaps a van or small truck, hinting that the scene could be related to a work or service situation. The buildings are modern, with reflective windows and a sleek design, shades of gray and blue dominate the color palette, providing a cool, calm atmosphere.""}"
3ExRM5J39UI,(A) A stonefish.,(A) A stonefish.,"{'video_id': '3ExRM5J39UI', 'clip_id': '3ExRM5J39UI-Scene-002', 'question': 'What is this organism?', 'hint': 'In the underwater setting of the video, there is an organism that exhibits a predatory strategy of remaining motionless to ambush its prey. It has a rugged and textured body with mottled brown and beige tones, which allow it to blend seamlessly with the rocks and coral on the ocean floor. Its back is lined with sharp spines that contain lethal venom.', 'multiple_choice': ['A stonefish.', 'A jellyfish.', 'A sea urchin.', 'A lionfish.'], 'multiple_choice_answer': 'A stonefish.', 'open_answer': 'The answer is a stonefish.', 'scene_description': ""In an underwater setting with a murky, dimly lit backdrop, the Stonefish is camouflaged among rocks and coral with mottled brown and beige tones matching its environment. Its body is rugged and textured, blending seamlessly with the ocean floor. The Stonefish remains motionless, exemplifying its predatory strategy of ambush through stillness. Its sharp spines are visible along its back, hinting at the lethal venom they contain. Small particles float in the water, indicating slight current movement. Suddenly, a small white eel swims into the frame, unaware of the Stonefish's presence. As the eel approaches, the Stonefish makes a quick but unsuccessful attempt to catch it. The eel darts away, narrowly escaping the grasp of the predator.""}"
3ExRM5J39UI,(B) The eel will attack the stonefish and drive it away from its hiding spot.,(D) The eel will be affected by the stonefish's toxins and attacked by the stonefish.,"{'video_id': '3ExRM5J39UI', 'clip_id': '3ExRM5J39UI-Scene-005', 'question': 'What will happen to the eel when it makes contact with the stonefish?', 'hint': 'In the video, a scene takes place in a vibrant underwater reef ecosystem, teeming with life and color. The main subjects are an eel and a stonefish engaged in a interaction. The stonefish, camouflaged against the sandy sea floor and rocky backdrop, blends with its surroundings—browns, tans, and hints of green from algae or coral. The eel, a larger creature with a mottled grey and black skin pattern, is seen approaching the stonefish.', 'multiple_choice': ['The eel will wait for the stonefish to come out of hiding and then attack it.', 'The eel will attack the stonefish and drive it away from its hiding spot.', 'The eel will not notice the stonefish and swim away.', ""The eel will be affected by the stonefish's toxins and attacked by the stonefish.""], 'multiple_choice_answer': ""The eel will be affected by the stonefish's toxins and attacked by the stonefish."", 'open_answer': ""The answer is the eel will be affected by the stonefish's toxins/will be attacked by the stonefish."", 'scene_description': ""The clip takes place in a vibrant underwater reef ecosystem, teeming with life and color. The main subjects are an eel and a stonefish engaged in a predatory interaction. The stonefish, camouflaged against the sandy sea floor and rocky backdrop, blends with its surroundings—browns, tans, and hints of green from algae or coral. The eel, a larger creature with a mottled grey and black skin pattern, is seen approaching the stonefish. As the eel's skin contacts the stonefish's body, it is implied that toxins are being released. Clouds of sand are kicked up as the eel writhes, suggesting a struggle or the effects of the toxin. The reef's intricate structures provide both a battlefield and a stark contrast to the grim situation unfolding.""}"
